Fuel_consumption,Engine_speed,Engine_coolant_temperature,Current_Gear,Transmission oil temperature,Vehicle_speed,Acceleration_speed_-_Longitudinal,Indication_of_brake_switch_ON/OFF,Time(s)
320,666,86,1,90,0,0.1,2,1752
89.6,669,86,1,90,0,0.1,1,1753
358.4,729,86,1,90,2,0.1,2,1754
384,761,86,1,90,2,-0.1,2,1755
384,762,86,1,90,2,0,2,1756
384,766,86,1,90,2,0.3,1,1757
384,802,86,1,90,3,0.2,1,1758
614.4,1172,86,1,90,5,0.8,1,1759
588.8,1243,87,1,90,7,0.5,1,1760
716.8,1479,87,1,90,8,0.6,1,1761
716.8,1638,87,1,90,10,0.4,2,1762
396.8,1369,87,1,90,8,-1.1,2,1763
396.8,889,87,1,90,5,-0.5,1,1764
460.8,907,86,1,90,4,0.2,2,1765
409.6,845,86,1,90,4,-0.1,2,1766
409.6,818,86,1,90,3,-0.2,2,1767
409.6,798,86,1,90,0,-0.2,2,1768
371.2,728,85,1,90,0,0,2,1769
320,681,85,1,90,0,-0.1,2,1770
332.8,674,85,1,90,0,0.1,2,1771
307.2,672,85,1,90,0,0.1,2,1772
332.8,668,85,1,90,0,0.2,2,1773
320,668,85,1,90,0,0.2,2,1774
320,670,85,1,90,0,0.1,2,1775
320,668,85,1,90,0,0.1,2,1776
371.2,756,85,1,90,0,0.4,1,1777
422.4,892,85,1,90,2,0.5,1,1778
704,1203,85,1,90,4,1,1,1779
742.4,1417,85,1,90,7,0.7,1,1780
652.8,1574,85,1,90,9,0.3,1,1781
1459.2,2112,85,1,90,12,1.3,1,1782
1651.2,2386,85,1,90,16,1,1,1783
473.6,2550,85,2,90,23,1.2,1,1784
2201.6,2674,85,2,90,27,1,1,1785
1305.6,2118,85,3,90,30,0.4,1,1786
460.8,1805,85,3,90,30,-0.1,1,1787
985.6,1662,84,4,90,30,0.2,1,1788
960,1683,84,4,90,31,0.2,1,1789
665.6,1574,84,4,90,32,0,1,1790
1177.6,1642,83,4,90,33,0.4,1,1791
716.8,1649,83,4,90,34,-0.1,1,1792
320,1618,83,4,90,34,-0.4,1,1793
1664,1765,83,4,90,35,0.6,1,1794
1062.4,1798,83,4,90,37,0.1,1,1795
256,1793,83,4,90,37,-0.5,2,1796
0,1740,83,4,90,36,-0.7,2,1797
0,1623,83,4,90,34,-1.3,2,1798
0,1439,83,4,90,30,-1.7,2,1799
166.4,1088,83,4,90,25,-1.7,2,1800
345.6,1004,84,3,90,21,-1.7,2,1801
422.4,1066,84,3,90,16,-1.6,2,1802
460.8,927,84,3,90,11,-1.7,2,1803
486.4,872,84,3,90,7,-1.3,2,1804
384,830,84,1,90,5,-0.3,2,1805
371.2,827,84,1,90,5,-0.1,1,1806
729.6,1295,84,1,90,7,0.7,1,1807
1395.2,1983,84,1,90,11,1.4,1,1808
1664,2198,84,2,90,16,1.2,1,1809
1843.2,2207,84,2,90,21,1.1,1,1810
1523.2,2417,84,2,90,24,0.7,1,1811
960,1913,84,3,90,26,0.2,1,1812
1369.6,2004,85,3,90,28,0.6,1,1813
588.8,1862,84,3,90,29,-0.1,1,1814
115.2,1683,84,3,91,28,-0.3,1,1815
627.2,1770,84,3,91,28,-0.1,1,1816
1139.2,1986,84,3,91,29,0.4,1,1817
1100.8,2055,83,3,91,30,0.3,1,1818
1484.8,2220,83,3,91,32,0.5,1,1819
563.2,1741,83,4,91,33,-0.1,1,1820
512,1595,83,4,91,33,-0.2,2,1821
473.6,1543,83,4,91,32,-0.6,2,1822
256,1298,83,4,91,29,-1.1,2,1823
320,1205,83,4,91,27,-0.4,1,1824
307.2,1057,83,4,91,26,-0.3,2,1825
281.6,967,83,4,91,24,-0.7,2,1826
281.6,927,83,3,91,22,-0.8,2,1827
371.2,1112,83,3,91,20,-0.4,1,1828
396.8,1209,83,3,91,19,-0.1,1,1829
512,1280,84,3,91,18,0,1,1830
678.4,1371,84,3,91,18,0.2,1,1831
1241.6,1717,84,3,91,20,0.8,1,1832
780.8,1523,84,3,91,21,0.3,1,1833
704,1499,84,3,91,21,0.2,1,1834
793.6,1455,84,3,91,22,0.3,1,1835
1049.6,1482,85,3,91,23,0.6,1,1836
819.2,1538,85,3,91,24,0.3,1,1837
550.4,1533,85,3,91,24,0,1,1838
627.2,1517,85,3,91,24,0.1,1,1839
563.2,1479,85,3,91,23,-0.1,2,1840
384,1343,85,3,91,22,-0.2,1,1841
499.2,1416,85,3,91,21,0,1,1842
524.8,1395,85,3,91,20,0,1,1843
409.6,1281,85,3,91,20,-0.1,1,1844
307.2,1098,85,3,91,18,-0.3,2,1845
102.4,909,85,3,91,13,-1.4,2,1846
409.6,864,84,3,91,9,-1.3,2,1847
396.8,813,84,1,91,5,-1.3,2,1848
384,775,84,1,91,0,-0.5,2,1849
332.8,707,84,1,91,0,-0.2,2,1850
332.8,664,84,1,91,0,-0.1,2,1851
320,663,84,1,91,0,0,2,1852
320,667,84,1,91,0,0,2,1853
332.8,664,84,1,91,0,0,2,1854
332.8,662,84,1,91,0,0,2,1855
332.8,661,84,1,91,0,0,2,1856
332.8,666,85,1,91,0,0,2,1857
345.6,662,85,1,91,0,0,2,1858
332.8,662,85,1,91,0,0,2,1859
345.6,667,85,1,91,0,0,2,1860
332.8,667,85,1,91,0,0,2,1861
332.8,665,86,1,91,0,0,2,1862
345.6,666,86,1,91,0,0,2,1863
358.4,666,86,1,91,0,0,2,1864
345.6,668,86,1,91,0,0,2,1865
345.6,664,86,1,91,0,0,2,1866
345.6,669,86,1,91,0,0,2,1867
358.4,669,87,1,91,0,0,2,1868
345.6,668,87,1,91,0,0,2,1869
345.6,666,87,1,91,0,0,2,1870
358.4,666,87,1,91,0,0,2,1871
358.4,668,87,1,91,0,0,2,1872
345.6,671,87,1,91,0,0,2,1873
371.2,673,87,1,91,0,0,2,1874
345.6,668,87,1,91,0,0,2,1875
358.4,670,87,1,91,0,0,2,1876
345.6,668,87,1,91,0,0,2,1877
371.2,670,87,1,91,0,0,2,1878
345.6,666,87,1,91,0,0,2,1879
358.4,672,87,1,91,0,0,2,1880
371.2,667,87,1,90,0,0,2,1881
358.4,670,87,1,90,0,0,2,1882
358.4,672,87,1,90,0,0,2,1883
358.4,670,87,1,90,0,0,2,1884
358.4,670,87,1,90,0,0,2,1885
371.2,671,87,1,90,0,0,2,1886
345.6,668,87,1,90,0,0,2,1887
358.4,669,87,1,90,0,0,2,1888
371.2,675,87,1,90,0,0,2,1889
345.6,667,87,1,90,0,0,2,1890
358.4,674,87,1,90,0,0,2,1891
345.6,671,87,1,90,0,0,2,1892
345.6,669,87,1,90,0,0,2,1893
345.6,671,87,1,90,0,0,2,1894
358.4,674,87,1,90,0,0,2,1895
396.8,671,87,1,90,0,0,2,1896
345.6,665,87,1,90,0,0,2,1897
345.6,670,87,1,90,0,0,2,1898
358.4,669,87,1,90,0,0,2,1899
358.4,671,87,1,90,0,0,2,1900
345.6,670,87,1,90,0,0,2,1901
358.4,670,87,1,90,0,0,2,1902
358.4,669,87,1,90,0,0,2,1903
345.6,670,87,1,90,0,0,2,1904
358.4,670,87,1,90,0,0,2,1905
345.6,667,87,1,90,0,0,2,1906
345.6,670,87,1,90,0,0,2,1907
358.4,672,87,1,90,0,0,2,1908
345.6,671,87,1,90,0,0,2,1909
345.6,670,87,1,90,0,0,2,1910
358.4,673,87,1,90,0,0,2,1911
332.8,670,87,1,90,0,0,2,1912
345.6,666,87,1,90,0,0,2,1913
358.4,673,87,1,90,0,0,2,1914
332.8,669,87,1,90,0,0,2,1915
345.6,666,87,1,90,0,0,2,1916
358.4,671,87,1,90,0,0,2,1917
345.6,670,87,1,90,0,0,2,1918
345.6,672,87,1,90,0,0,2,1919
345.6,669,87,1,90,0,0,2,1920
345.6,672,87,1,90,0,0,2,1921
358.4,670,87,1,90,0,0,2,1922
345.6,669,87,1,90,0,0,2,1923
345.6,673,87,1,90,0,0,2,1924
358.4,669,87,1,90,0,0,2,1925
332.8,669,87,1,90,0,0,2,1926
76.8,672,87,1,90,0,0,2,1927
345.6,670,87,1,90,0,0,2,1928
358.4,669,87,1,90,0,0,2,1929
345.6,668,87,1,90,0,0,2,1930
345.6,670,87,1,90,0,0,2,1931
345.6,668,87,1,90,0,0,2,1932
345.6,671,87,1,90,0,0,2,1933
332.8,667,87,1,90,0,0,2,1934
345.6,668,87,1,90,0,0,2,1935
345.6,669,87,1,90,0,0,2,1936
345.6,668,87,1,90,0,0,2,1937
345.6,670,87,1,90,0,0,2,1938
345.6,672,87,1,90,0,0,2,1939
332.8,671,87,1,90,0,0,2,1940
345.6,670,87,1,90,0,0,2,1941
332.8,667,87,1,90,0,0,2,1942
332.8,667,87,1,90,0,0,2,1943
345.6,693,87,1,90,0,0.1,1,1944
768,1169,87,1,90,0,1.2,1,1945
1702.4,1919,87,1,90,8,2.5,1,1946
1702.4,2352,87,1,90,14,1.4,1,1947
921.6,1852,87,2,90,17,0.5,1,1948
537.6,1707,87,2,90,18,-0.2,1,1949
1062.4,1965,87,2,90,19,0.5,1,1950
1190.4,2156,87,2,90,22,0.5,1,1951
844.8,1728,86,3,90,23,0.2,1,1952
1177.6,1810,86,3,90,25,0.5,1,1953
1049.6,1843,85,3,90,27,0.4,1,1954
1036.8,1832,84,3,90,28,0.4,1,1955
972.8,1882,84,3,90,30,0.3,1,1956
1868.8,1981,84,3,90,32,0.4,1,1957
1702.4,1726,83,4,90,34,0.6,1,1958
1561.6,1736,83,4,90,36,0.5,1,1959
1241.6,1811,83,4,90,37,0.4,1,1960
1177.6,1868,83,4,90,39,0.3,1,1961
1190.4,1929,83,4,90,40,0.3,1,1962
1011.2,1969,83,4,90,41,0.1,1,1963
1011.2,1990,83,4,90,41,0.1,1,1964
1062.4,2018,83,4,90,42,0.1,1,1965
1049.6,2049,83,4,90,42,0.1,1,1966
908.8,2072,84,4,90,43,0,1,1967
473.6,1729,84,5,90,43,-0.2,1,1968
550.4,1518,84,5,90,43,-0.1,1,1969
473.6,1447,84,5,90,42,-0.2,1,1970
1344,1519,84,5,90,43,0.3,1,1971
1433.6,1513,84,5,90,44,0.3,1,1972
1484.8,1557,84,5,90,45,0.3,1,1973
1292.8,1595,84,5,90,46,0.2,1,1974
320,1546,84,5,90,46,-0.4,1,1975
0,1521,84,5,90,44,-0.5,1,1976
0,1467,84,5,90,43,-0.4,1,1977
0,1419,84,5,90,42,-0.5,1,1978
0,1349,84,5,90,40,-0.7,2,1979
128,1031,84,5,90,36,-1.3,1,1980
384,998,84,5,90,33,-1,2,1981
345.6,1039,84,4,90,29,-1.4,2,1982
345.6,952,84,4,90,25,-1.3,2,1983
345.6,940,84,3,90,23,-0.7,1,1984
473.6,1267,84,3,90,23,-0.6,1,1985
422.4,1280,84,3,90,22,-0.6,1,1986
396.8,1224,84,3,90,21,-0.4,1,1987
358.4,1166,84,3,90,20,-0.3,1,1988
332.8,1107,84,3,90,19,-0.3,2,1989
332.8,1031,84,3,90,17,-0.3,2,1990
358.4,991,84,3,90,15,-0.4,2,1991
371.2,931,84,3,90,14,-0.5,2,1992
384,872,84,3,90,12,-0.6,2,1993
409.6,835,84,3,90,8,-1.2,2,1994
409.6,814,84,1,90,4,-1.2,2,1995
409.6,795,84,1,90,2,0,1,1996
742.4,1264,84,1,90,4,1.2,1,1997
601.6,1325,84,1,90,7,0.5,1,1998
665.6,1547,84,1,90,9,0.4,1,1999
1113.6,1959,84,1,90,12,0.9,1,2000
550.4,1564,84,1,90,13,0.1,1,2001
691.2,1469,84,2,90,14,0.3,1,2002
460.8,1375,84,2,90,14,-0.1,1,2003
358.4,1252,84,2,90,13,-0.4,1,2004
384,1248,84,2,90,12,-0.4,1,2005
1049.6,1611,84,2,90,13,0.2,1,2006
1587.2,1981,84,2,90,16,0.9,1,2007
844.8,1919,85,2,90,19,0.2,1,2008
832,1707,85,3,90,20,0.2,1,2009
960,1526,84,3,90,22,0.5,1,2010
601.6,1508,84,3,90,23,-0.1,1,2011
435.2,1468,84,3,90,23,-0.1,1,2012
486.4,1487,84,3,90,22,-0.1,1,2013
524.8,1492,84,3,90,22,0,1,2014
486.4,1420,84,3,90,22,-0.3,2,2015
396.8,1283,84,3,90,20,-1.1,2,2016
384,1141,84,3,90,18,-0.4,2,2017
371.2,1063,84,3,90,17,-1,2,2018
384,1029,84,3,90,17,-0.8,1,2019
563.2,1175,84,3,90,16,-0.2,1,2020
793.6,1398,84,3,90,16,0.4,1,2021
755.2,1371,84,3,90,17,0.3,1,2022
627.2,1324,84,3,90,18,0.2,1,2023
371.2,1127,84,3,90,18,-0.2,1,2024
320,1049,84,3,90,17,-0.3,2,2025
320,993,84,3,90,16,-1,2,2026
396.8,893,84,3,90,11,-1.9,2,2027
422.4,813,84,3,90,6,-1.6,1,2028
396.8,801,84,1,90,5,-0.1,1,2029
409.6,805,84,1,90,5,-0.1,1,2030
409.6,818,84,1,90,5,-0.2,1,2031
396.8,827,84,1,90,5,-0.4,2,2032
396.8,800,85,1,90,3,-0.9,2,2033
409.6,770,85,1,90,0,-0.9,2,2034
384,716,85,1,90,0,-0.2,2,2035
371.2,682,85,1,90,0,-0.2,2,2036
89.6,656,85,0,90,0,-0.2,2,2037
294.4,662,85,0,90,0,-0.2,2,2038
268.8,655,86,0,90,0,-0.2,2,2039
256,309,86,0,90,0,-10.2,2,2040
652.8,1302,90,0,85,0,-0.1,2,1
332.8,1120,90,0,85,0,-4.9,2,2
256,852,90,0,85,0,-0.2,2,3
268.8,728,90,0,85,0,-0.2,2,4
256,729,90,0,85,0,-0.2,2,5
256,724,90,0,85,0,-0.2,2,6
243.2,675,90,0,85,0,-0.2,2,7
243.2,661,90,0,85,0,-0.2,2,8
256,645,90,0,85,0,-0.2,2,9
294.4,637,90,0,85,0,-0.2,2,10
345.6,649,89,0,84,0,-0.2,2,11
358.4,662,89,0,84,0,-0.2,2,12
358.4,665,88,0,84,0,-0.2,2,13
345.6,662,88,0,84,0,-0.2,2,14
332.8,657,88,14,84,0,-0.2,2,15
384,668,87,14,84,0,-0.2,2,16
435.2,678,87,14,84,0,-0.2,2,17
435.2,677,87,14,84,0,-0.2,2,18
396.8,675,87,14,84,0,-0.3,1,19
448,705,87,14,84,0,-0.4,1,20
716.8,1096,87,14,84,1,-1,1,21
499.2,841,87,14,84,3,-0.3,1,22
537.6,870,87,14,84,4,-0.4,1,23
512,871,87,14,84,5,-0.4,1,24
499.2,854,87,14,84,5,-0.3,2,25
460.8,797,87,14,84,4,0.1,2,26
448,779,87,14,84,0,0.3,2,27
409.6,706,87,14,84,0,0.1,2,28
396.8,674,87,1,84,0,-0.1,1,29
550.4,861,87,1,84,0,0.6,1,30
729.6,1257,87,1,84,4,1.1,1,31
640,1313,87,1,84,7,0.4,1,32
627.2,1454,87,1,84,9,0.1,1,33
793.6,1656,87,1,84,11,0.1,1,34
76.8,1711,88,1,84,11,-0.1,1,35
563.2,1669,88,1,84,11,-0.3,1,36
716.8,1738,88,1,84,11,-0.1,1,37
1305.6,2088,89,1,84,14,0.6,1,38
588.8,1501,89,2,84,15,-0.3,1,39
588.8,1476,89,2,84,16,-0.3,1,40
652.8,1514,88,2,84,16,0,1,41
448,1349,88,2,84,15,-0.4,2,42
332.8,1070,88,2,84,12,-1.3,2,43
358.4,876,87,2,85,8,-1.2,2,44
422.4,868,87,2,85,7,-0.1,1,45
371.2,853,87,1,85,7,-0.2,1,46
358.4,836,87,1,85,6,-0.2,2,47
358.4,803,86,1,85,5,-0.5,2,48
358.4,771,86,1,85,4,-0.5,2,49
422.4,792,86,1,85,3,0,1,50
1126.4,1459,86,1,85,6,1.4,1,51
1382.4,1969,86,1,84,11,1.2,1,52
1510.4,2276,86,1,84,15,0.9,1,53
512,1584,86,2,84,17,-0.6,2,54
345.6,1218,86,2,84,14,-1.5,2,55
345.6,983,85,2,85,11,-0.6,2,56
358.4,910,85,2,85,10,-0.9,2,57
358.4,815,85,2,85,7,-1.4,2,58
409.6,792,85,1,85,3,-1,2,59
422.4,776,85,1,85,2,-0.2,2,60
409.6,756,85,1,85,2,-0.1,2,61
409.6,757,85,1,85,2,-0.1,2,62
396.8,760,85,1,85,2,-0.2,2,63
396.8,749,85,1,85,0,-0.2,1,64
384,735,85,1,85,1,0.2,1,65
384,749,85,1,85,2,0.1,2,66
25.6,808,85,1,84,3,0.1,1,67
972.8,1346,85,1,84,5,1.2,1,68
2201.6,2182,85,1,84,11,2.1,1,69
2969.6,2976,85,1,84,18,1.9,1,70
2905.6,2645,86,2,84,24,1.7,1,71
4070.4,3199,86,2,85,31,2.1,1,72
3609.6,3098,86,3,85,37,1.3,1,73
3532.8,2884,86,3,85,41,1.2,1,74
1664,2474,85,4,85,44,0.4,1,75
499.2,1891,84,4,85,44,-0.2,1,76
1459.2,1911,84,5,85,44,0,1,77
2662.4,2495,84,4,85,47,0.7,1,78
806.4,2087,84,4,85,48,0,1,79
960,1820,84,5,85,48,0,1,80
1254.4,1874,84,5,85,49,0.2,1,81
1190.4,1826,84,5,85,50,0.1,1,82
1612.8,1815,84,5,85,51,0.3,1,83
1753.6,1817,84,5,85,53,0.3,1,84
1587.2,1863,84,5,85,54,0.3,1,85
1920,2063,84,5,85,55,0.3,1,86
2342.4,2266,84,5,85,57,0.4,1,87
486.4,1870,84,5,85,57,-0.4,1,88
64,1910,85,5,85,55,-0.6,2,89
0,1852,85,5,86,54,-0.7,2,90
0,1794,85,5,86,52,-0.5,1,91
0,1737,86,5,86,50,-0.6,2,92
0,1661,86,5,86,48,-0.6,2,93
0,1600,86,5,86,47,-0.6,1,94
0,1544,86,5,86,45,-0.6,1,95
0,1483,85,5,86,43,-0.5,2,96
0,1424,85,5,86,42,-0.6,2,97
0,1253,85,5,86,39,-0.6,2,98
243.2,1114,84,5,86,37,-0.4,1,99
614.4,1385,84,5,86,37,-0.1,1,100
473.6,1326,84,5,86,38,-0.2,1,101
307.2,1164,84,5,86,38,-0.4,2,102
281.6,1017,84,5,86,37,-0.9,2,103
294.4,952,84,5,86,33,-1.8,2,104
268.8,925,84,4,86,27,-2.2,2,105
268.8,880,84,4,86,24,-0.9,2,106
268.8,962,84,3,86,21,-1.3,2,107
307.2,1069,84,3,86,18,-1.1,2,108
320,954,84,3,86,14,-1.7,2,109
396.8,859,84,3,86,9,-1.9,2,110
371.2,828,84,1,85,6,-0.6,2,111
307.2,815,84,1,85,5,-0.1,1,112
307.2,820,84,1,86,5,-0.1,1,113
294.4,793,84,1,86,4,-0.4,2,114
307.2,771,84,1,86,4,-0.6,2,115
345.6,765,84,1,86,2,-0.6,2,116
358.4,736,84,1,86,0,-0.7,2,117
320,689,84,1,86,0,-0.3,2,118
294.4,662,84,1,86,0,-0.2,2,119
307.2,676,85,1,86,0,-0.2,2,120
294.4,670,85,1,86,0,-0.2,2,121
294.4,666,85,1,86,0,-0.2,2,122
307.2,665,85,1,86,0,-0.2,2,123
294.4,664,86,1,86,0,-0.2,2,124
294.4,665,86,1,86,0,-0.2,2,125
294.4,663,86,1,86,0,-0.2,2,126
294.4,667,86,1,86,0,-0.2,2,127
294.4,668,86,1,86,0,-0.2,2,128
25.6,663,86,1,86,0,-0.2,2,129
294.4,666,86,1,86,0,-0.2,2,130
294.4,665,87,1,86,0,-0.2,2,131
307.2,667,87,1,86,0,-0.2,2,132
294.4,666,87,1,86,0,-0.2,2,133
294.4,669,87,1,86,0,-0.2,2,134
307.2,668,87,1,86,0,-0.2,2,135
294.4,671,87,1,86,0,-0.2,2,136
294.4,665,87,1,86,0,-0.2,2,137
307.2,666,87,1,86,0,-0.2,2,138
307.2,669,87,1,86,0,-0.2,2,139
294.4,669,87,1,86,0,-0.2,2,140
294.4,664,87,1,86,0,-0.2,2,141
307.2,667,87,1,86,0,-0.2,2,142
307.2,666,87,1,86,0,-0.2,2,143
307.2,666,87,1,86,0,-0.2,2,144
307.2,669,87,1,86,0,-0.2,2,145
307.2,669,87,1,86,0,-0.2,2,146
320,667,87,1,86,0,-0.2,2,147
307.2,669,87,1,86,0,-0.2,2,148
307.2,670,87,1,86,0,-0.2,2,149
307.2,667,87,1,86,0,-0.2,2,150
307.2,669,87,1,86,0,-0.2,2,151
294.4,668,87,1,86,0,-0.2,2,152
320,669,87,1,86,0,-0.2,2,153
307.2,667,87,1,86,0,-0.2,2,154
294.4,668,87,1,86,0,-0.2,2,155
307.2,669,87,1,86,0,-0.2,2,156
307.2,668,87,1,86,0,-0.2,2,157
307.2,667,87,1,86,0,-0.2,2,158
307.2,666,87,1,86,0,-0.2,2,159
38.4,673,87,1,86,0,-0.2,2,160
307.2,669,87,1,86,0,-0.2,2,161
307.2,666,87,1,86,0,-0.2,2,162
320,667,87,1,86,0,-0.2,2,163
307.2,671,87,1,86,0,-0.2,2,164
307.2,670,87,1,86,0,-0.2,2,165
320,667,87,1,86,0,-0.2,2,166
307.2,670,87,1,86,0,-0.2,2,167
307.2,668,87,1,86,0,-0.2,2,168
320,669,87,1,86,0,-0.2,2,169
307.2,670,87,1,86,0,-0.2,2,170
307.2,670,87,1,86,0,-0.2,2,171
307.2,667,87,1,86,0,-0.2,2,172
320,667,87,1,86,0,-0.2,2,173
307.2,668,87,1,86,0,-0.2,2,174
307.2,671,87,1,86,0,-0.2,2,175
320,674,87,1,86,0,-0.2,2,176
320,696,87,1,86,0,0.2,1,177
640,1156,87,1,86,3,1.1,1,178
1254.4,1692,87,1,86,8,1.7,1,179
1971.2,2445,87,1,86,14,1.7,1,180
2163.2,2452,86,2,86,20,1.4,1,181
3136,2669,86,2,86,25,1.7,1,182
3200,2981,86,2,86,31,1.4,1,183
2201.6,2450,85,3,86,35,0.9,1,184
2304,2548,85,3,86,38,0.7,1,185
2176,2172,84,4,86,40,0.6,1,186
2278.4,2139,84,4,86,43,0.7,1,187
1971.2,2197,84,4,86,45,0.6,1,188
1420.8,2167,84,4,86,47,0.2,1,189
972.8,1786,83,5,86,47,0.1,1,190
76.8,1683,83,5,86,49,0,1,191
473.6,1651,84,5,86,48,-0.3,1,192
64,1612,84,5,86,47,-0.4,1,193
0,1546,84,5,86,45,-0.5,2,194
0,1447,84,5,86,43,-0.6,1,195
0,1365,84,5,86,40,-0.4,2,196
25.6,1235,84,5,86,38,-0.5,1,197
281.6,972,84,5,86,36,-0.3,2,198
307.2,964,84,5,86,34,-0.5,2,199
281.6,985,84,4,86,32,-0.5,1,200
268.8,955,85,4,86,30,-0.4,2,201
256,907,85,4,86,28,-0.7,2,202
256,870,85,4,86,26,-0.5,2,203
243.2,852,85,4,86,24,-0.5,2,204
243.2,872,85,3,86,22,-0.8,2,205
332.8,1072,85,3,86,19,-0.8,2,206
307.2,997,85,3,86,16,-1,2,207
371.2,905,85,3,86,11,-1.6,2,208
384,849,85,3,86,6,-1.6,2,209
371.2,799,85,1,86,3,-0.7,2,210
358.4,760,86,1,86,0,-0.7,2,211
307.2,695,86,1,86,0,0,2,212
307.2,675,86,1,86,0,-0.1,2,213
307.2,690,86,1,86,0,0.3,1,214
320,710,86,1,86,0,0.2,2,215
307.2,714,86,1,86,2,0.2,1,216
537.6,1048,86,1,86,4,0.7,1,217
908.8,1495,86,1,86,7,1.2,1,218
1331.2,2048,86,1,86,12,1.3,1,219
1651.2,2175,86,2,86,16,1.3,1,220
1881.6,2220,86,2,86,21,1.3,1,221
1894.4,2493,86,2,86,25,1.1,1,222
665.6,2038,86,3,86,27,0,1,223
179.2,1812,85,3,86,27,0.1,1,224
832,1843,85,3,86,27,0.2,1,225
729.6,1851,84,3,86,28,0,1,226
614.4,1846,84,3,86,29,-0.1,1,227
678.4,1901,84,3,86,29,-0.2,1,228
1420.8,2114,83,3,86,31,0.4,1,229
1638.4,2226,83,3,86,33,0.5,1,230
1625.6,1979,83,4,87,34,0.6,1,231
1523.2,1912,83,4,87,36,0.5,1,232
1574.4,1926,83,4,87,38,0.6,1,233
1945.6,2001,83,4,87,41,0.7,1,234
2099.2,2121,83,4,87,44,0.6,1,235
1600,2234,83,4,87,46,0.4,1,236
1113.6,2047,83,5,87,48,0.1,1,237
1228.8,1802,83,5,87,49,0.2,1,238
473.6,1696,84,5,87,50,-0.3,1,239
76.8,1668,84,5,87,49,-0.5,1,240
0,1639,84,5,87,48,-0.5,1,241
0,1590,84,5,87,47,-0.5,1,242
0,1546,84,5,87,45,-0.5,1,243
89.6,1511,84,5,87,44,-0.4,1,244
268.8,1460,84,5,87,43,-0.6,2,245
25.6,1376,84,5,87,40,-1,2,246
76.8,1151,84,5,87,37,-1,2,247
307.2,985,84,5,87,34,-1.1,2,248
294.4,1020,84,4,87,30,-1.3,2,249
281.6,959,84,4,87,26,-1.3,2,250
281.6,900,84,4,87,20,-2.2,2,251
345.6,909,84,3,87,13,-2.4,2,252
422.4,843,84,3,87,6,-1.8,2,253
371.2,793,84,1,87,3,-0.3,2,254
371.2,772,84,1,87,2,-0.2,2,255
345.6,761,84,1,87,0,-0.5,2,256
294.4,692,84,1,87,0,-0.3,2,257
281.6,674,84,1,87,0,0,2,258
294.4,670,84,1,87,0,0.2,2,259
281.6,671,84,1,87,0,-0.1,2,260
64,671,84,1,87,0,0,2,261
281.6,670,84,1,87,0,0,2,262
281.6,666,84,1,87,0,0,2,263
281.6,667,84,1,87,0,0,2,264
268.8,668,84,1,87,0,0,2,265
281.6,666,85,1,87,0,0,2,266
268.8,665,85,1,87,0,0,2,267
281.6,673,85,1,87,0,0.2,1,268
294.4,677,85,1,87,0,0,1,269
294.4,691,85,1,87,0,0.2,2,270
320,736,85,1,87,2,0,1,271
332.8,753,85,1,87,2,0,2,272
332.8,756,85,1,87,2,-0.1,2,273
320,761,86,1,87,3,0.1,1,274
473.6,990,86,1,87,4,0.5,1,275
614.4,1265,86,1,87,6,0.7,1,276
793.6,1543,86,1,87,9,0.7,1,277
1638.4,2207,86,1,87,13,1.5,1,278
1843.2,2289,86,2,87,18,1.3,1,279
2252.8,2374,86,2,87,22,1.4,1,280
3187.2,2856,86,2,87,28,1.6,1,281
2150.4,2573,86,3,87,32,0.8,1,282
1932.8,2425,85,3,87,35,0.7,1,283
2380.8,2241,85,4,87,37,0.8,1,284
2457.6,2067,84,4,87,40,0.9,1,285
1574.4,2066,84,4,87,42,0.3,2,286
396.8,1544,84,4,87,41,-0.9,2,287
473.6,1365,83,5,87,39,-0.4,1,288
1625.6,1844,83,4,87,39,0.2,1,289
2048,2665,83,3,87,40,0.3,1,290
2022.4,2590,83,3,87,42,0.5,1,291
486.4,2414,83,4,87,46,0.8,1,292
1715.2,2356,83,4,87,48,0.4,1,293
1088,1873,83,5,87,49,0.1,1,294
1280,1828,84,5,87,49,0.2,1,295
2022.4,1806,84,5,87,51,0.5,1,296
1830.4,1811,84,5,87,52,0.3,1,297
396.8,1741,84,5,87,51,-0.6,2,298
0,1700,84,5,87,49,-0.6,2,299
0,1637,85,5,87,48,-0.5,1,300
0,1587,85,5,87,47,-0.5,1,301
0,1540,85,5,87,45,-0.5,1,302
0,1491,85,5,87,44,-0.5,1,303
12.8,1442,85,5,87,42,-0.4,1,304
550.4,1458,85,5,87,41,-0.1,1,305
832,1467,85,5,87,42,0,1,306
307.2,1405,85,5,87,41,-0.3,1,307
281.6,1362,85,5,87,40,-0.3,1,308
256,1291,85,5,87,39,-0.5,2,309
230.4,1048,85,5,87,35,-1.2,2,310
268.8,936,85,4,87,31,-1.5,2,311
332.8,1010,85,4,87,27,-0.7,1,312
2355.2,2141,85,3,87,28,1,1,313
3084.8,2454,85,3,87,33,1.4,1,314
3430.4,2659,85,3,87,37,1.3,1,315
3686.4,2907,85,3,87,42,1.3,1,316
3110.4,2748,84,4,88,45,0.9,1,317
3276.8,2610,84,4,88,48,0.9,1,318
3622.4,2757,84,4,88,52,0.9,1,319
2112,2560,84,4,88,54,0.4,1,320
